clade_name	NCBI_tax_id	Start_metaphlan_bugs_list	RCE_plus_DSS_313_metaphlan_bugs_list	RCE_plus_DSS_305_metaphlan_bugs_list	RCE_plus_DSS_301_metaphlan_bugs_list	RCE_322_metaphlan_bugs_list	RCE_319_metaphlan_bugs_list	RCE_318_metaphlan_bugs_list	D_RCE_plus_DSS_metaphlan_bugs_list	D_RCE_metaphlan_bugs_list	D_DSS_metaphlan_bugs_list	D_Control_metaphlan_bugs_list	DSS_treatedp_metaphlan_bugs_list	DSS_339_metaphlan_bugs_list	DSS_334_metaphlan_bugs_list	Control_330_metaphlan_bugs_list	Control_328_metaphlan_bugs_list	Control_327_metaphlan_bugs_list
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_1_3	2|1239|186801|186802|216572|459786|1235797	0.04154	0.3207	0.47607	0.18971	0.07195	0.09462000000000001	0.026180000000000002	0.10475	0.025580000000000002	0.03802	0.07391	0	0.0176	0.14959	0.08336	0.01396	0.17615999999999998
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	2|1239|186801|186802|186804	0.01045	0.10579000000000001	0.05911	0.10734	0.12165999999999999	0.01882	0.053529999999999994	0.29143	0.03157	0.17105	0	0.50818	0.06629	0.17017000000000002	0	0.01369	0.03092
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Romboutsia	2|1239|186801|186802|186804|1501226	0.01045	0.10579000000000001	0.05911	0.10734	0.12165999999999999	0.01882	0.053529999999999994	0.29143	0.03157	0.17105	0	0.50818	0.06629	0.17017000000000002	0	0.01369	0.03092
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia_ilealis	2|1239|186801|186802|186804|1501226|1115758	0.01045	0.10579000000000001	0.05911	0.10734	0.12165999999999999	0.01882	0.053529999999999994	0.29143	0.03157	0.17105	0	0.50818	0.06629	0.17017000000000002	0	0.01369	0.03092
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	2|1239|186801|186802|541000	0.59467	0.3021	0.25639	0.17285	0.29444000000000004	1.0061200000000001	0.21771999999999997	0.19189	0.24734	0.0446	0.60868	0.43899	0.47084	0.05906	1.43421	0.37632	1.79595
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Acutalibacter	2|1239|186801|186802|541000|1918385	0.06523999999999999	0.0048200000000000005	0.01768	0.06159	0.02266	0.21778000000000003	0.0925	0.00715	0.02546	0.00078	0	0	0.2237	0	0.03924	0.00606	0.03941
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Acutalibacter|s__Acutalibacter_muris	2|1239|186801|186802|541000|1918385|1796620	0.06523999999999999	0.0048200000000000005	0.01768	0.06159	0.02266	0.21778000000000003	0.0925	0.00715	0.02546	0.00078	0	0	0.2237	0	0.03924	0.00606	0.03941
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	2|1239|186801|186802|541000|244127	0.5294300000000001	0.29728000000000004	0.23870999999999998	0.11126	0.27178	0.7883399999999999	0.12522	0.18474000000000002	0.22188000000000002	0.04382	0.60868	0.43899	0.24715	0.05906	1.39497	0.37025	1.7565400000000002
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_sp_G3_2012	2|1239|186801|186802|541000|244127|1235835	0.5294300000000001	0.29728000000000004	0.23870999999999998	0.11126	0.27178	0.7883399999999999	0.12522	0.18474000000000002	0.22188000000000002	0.04382	0.60868	0.43899	0.24715	0.05906	1.39497	0.37025	1.7565400000000002
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.49111000000000005	3.19197	0.16492	0.95634	0.0251	0.32124	1.32958	1.09505	1.04782	0.32216999999999996	0.20099	0.021490000000000002	0	0.04326	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	0.49111000000000005	3.19197	0.16492	0.95634	0.0251	0.32124	1.32958	1.09505	1.04782	0.32216999999999996	0.20099	0.021490000000000002	0	0.04326	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	2|1239|526524|526525|128827	0.49111000000000005	3.19197	0.16492	0.95634	0.0251	0.32124	1.32958	1.09505	1.04782	0.32216999999999996	0.20099	0.021490000000000002	0	0.04326	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibaculum	2|1239|526524|526525|128827|1729679	0.49111000000000005	2.46199	0.16492	0.84024	0.0251	0.32124	0.61037	0.7353	1.02863	0.32216999999999996	0.20099	0.021490000000000002	0	0.04326	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibaculum|s__Faecalibaculum_rodentium	2|1239|526524|526525|128827|1729679|1702221	0.49111000000000005	2.46199	0.16492	0.84024	0.0251	0.32124	0.61037	0.7353	1.02863	0.32216999999999996	0.20099	0.021490000000000002	0	0.04326	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Ileibacterium	2|1239|526524|526525|128827|1937007	0	0.7299800000000001	0	0.11609000000000001	0	0	0.71921	0.35975	0.019190000000000002	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Ileibacterium|s__Ileibacterium_valens	2|1239|526524|526525|128827|1937007|1862668	0	0.7299800000000001	0	0.11609000000000001	0	0	0.71921	0.35975	0.019190000000000002	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.18195	0.31566	0.23805	0.05094	0.07852	0.30867	0.051989999999999995	0.09859	0.08695	0.12815	0.30684	0.54571	0.04587	0.08479	0.38022	0.19405999999999998	0.5180600000000001
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	2|1239||	0.18195	0.31566	0.23805	0.05094	0.07852	0.30867	0.051989999999999995	0.09859	0.08695	0.12815	0.30684	0.54571	0.04587	0.08479	0.38022	0.19405999999999998	0.5180600000000001
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified	2|1239|||	0.18195	0.31566	0.23805	0.05094	0.07852	0.30867	0.051989999999999995	0.09859	0.08695	0.12815	0.30684	0.54571	0.04587	0.08479	0.38022	0.19405999999999998	0.5180600000000001
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified	2|1239||||	0.18195	0.31566	0.23805	0.05094	0.07852	0.30867	0.051989999999999995	0.09859	0.08695	0.12815	0.30684	0.54571	0.04587	0.08479	0.38022	0.19405999999999998	0.5180600000000001
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_ASF500	2|1239|||||1378168	0.18195	0.31566	0.23805	0.05094	0.07852	0.30867	0.051989999999999995	0.09859	0.08695	0.12815	0.30684	0.54571	0.04587	0.08479	0.38022	0.19405999999999998	0.5180600000000001
k__Bacteria|p__Proteobacteria	2|1224	45.75573	65.67123000000001	79.66431999999999	50.37958	35.35968	48.90485	45.0429	58.466809999999995	20.43003	41.029740000000004	54.03253	46.287929999999996	27.8848	63.482519999999994	59.97393	55.49885	42.261359999999996
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	9.153960000000001	26.97765	1.65429	6.86315	19.79404	7.79886	13.185210000000001	10.0791	9.758410000000001	13.44721	3.0721700000000003	6.74719	1.20987	6.01092	2.0556099999999997	7.1310899999999995	4.4191199999999995
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	9.153960000000001	26.97765	1.65429	6.86315	19.79404	7.79886	13.185210000000001	10.0791	9.758410000000001	13.44721	3.0721700000000003	6.74719	1.20987	6.01092	2.0556099999999997	7.1310899999999995	4.4191199999999995
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	2|1224|28216|80840|995019	9.153960000000001	26.97765	1.65429	6.86315	19.79404	7.79886	13.185210000000001	10.0791	9.758410000000001	13.44721	3.0721700000000003	6.74719	1.20987	6.01092	2.0556099999999997	7.1310899999999995	4.4191199999999995
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Turicimonas	2|1224|28216|80840|995019|1918598	9.153960000000001	26.97765	1.65429	6.86315	19.79404	7.79886	13.185210000000001	10.0791	9.758410000000001	13.44721	3.0721700000000003	6.74719	1.20987	6.01092	2.0556099999999997	7.1310899999999995	4.4191199999999995
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Turicimonas|s__Turicimonas_muris	2|1224|28216|80840|995019|1918598|1796652	9.153960000000001	26.97765	1.65429	6.86315	19.79404	7.79886	13.185210000000001	10.0791	9.758410000000001	13.44721	3.0721700000000003	6.74719	1.20987	6.01092	2.0556099999999997	7.1310899999999995	4.4191199999999995
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0	0.00386	0.00093	0.00505	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	2|1224|28221|213115	0	0.00386	0.00093	0.00505	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	2|1224|28221|213115|194924	0	0.00386	0.00093	0.00505	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrionaceae_unclassified	2|1224|28221|213115|194924|	0	0.00386	0.00093	0.00505	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrionaceae_unclassified|s__Desulfovibrionaceae_bacterium	2|1224|28221|213115|194924||2049043	0	0.00386	0.00093	0.00505	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	2|1224|29547	36.60177	38.68973	78.0091	43.45221	15.56564	41.105990000000006	31.85769	48.169270000000004	10.671619999999999	26.19925	50.960370000000005	39.54074	14.665770000000002	56.87805	57.918319999999994	48.36776	37.842240000000004
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	2|1224|29547|213849	36.60177	38.68973	78.0091	43.45221	15.56564	41.105990000000006	31.85769	48.169270000000004	10.671619999999999	26.19925	50.960370000000005	39.54074	14.665770000000002	56.87805	57.918319999999994	48.36776	37.842240000000004
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae	2|1224|29547|213849|72293	36.60177	38.68973	78.0091	43.45221	15.56564	41.105990000000006	31.85769	48.169270000000004	10.671619999999999	26.19925	50.960370000000005	39.54074	14.665770000000002	56.87805	57.918319999999994	48.36776	37.842240000000004
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter	2|1224|29547|213849|72293|209	36.60177	38.68973	78.0091	43.45221	15.56564	41.105990000000006	31.85769	48.169270000000004	10.671619999999999	26.19925	50.960370000000005	39.54074	14.665770000000002	56.87805	57.918319999999994	48.36776	37.842240000000004
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter_apodemus	2|1224|29547|213849|72293|209|135569	0.56412	0	0	0	0	0	0	0	0	0.13842000000000002	0	0	0	15.710770000000002	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter_ganmani	2|1224|29547|213849|72293|209|60246	0.20419	0	16.9799	0	0	0	0	0	0	0.03034	0	1.24686	2.91473	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter_hepaticus	2|1224|29547|213849|72293|209|32025	1.5205899999999999	0	9.62195	4.53932	0.73095	0.52605	0.43106000000000005	0.34003	0.27276	1.20203	0	0	0.8473299999999999	2.50917	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter_typhlonius	2|1224|29547|213849|72293|209|76936	34.31288	38.68973	51.40726	38.9129	14.83469	40.57993	31.42663	47.829240000000006	10.39886	24.82845	50.960370000000005	38.29388	10.90371	38.65811	57.918319999999994	48.36776	37.842240000000004
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	0	0	0	0.05917000000000001	0	0	0	0.21843	0	1.3832799999999998	0	0	12.009160000000001	0.59355	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	0	0	0	0.05917000000000001	0	0	0	0.21843	0	1.3832799999999998	0	0	11.84043	0.59355	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	2|1224|1236|91347|543	0	0	0	0.05917000000000001	0	0	0	0.21843	0	1.3832799999999998	0	0	11.84043	0.59355	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia	2|1224|1236|91347|543|561	0	0	0	0.05917000000000001	0	0	0	0.21843	0	1.3832799999999998	0	0	11.84043	0.59355	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli	2|1224|1236|91347|543|561|562	0	0	0	0.05917000000000001	0	0	0	0.21843	0	1.3832799999999998	0	0	11.84043	0.59355	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	2|1224|1236|135625	0	0	0	0	0	0	0	0	0	0	0	0	0.16873	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	2|1224|1236|135625|712	0	0	0	0	0	0	0	0	0	0	0	0	0.16873	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Rodentibacter	2|1224|1236|135625|712|1960084	0	0	0	0	0	0	0	0	0	0	0	0	0.16873	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Rodentibacter|s__Rodentibacter_heylii	2|1224|1236|135625|712|1960084|1906744	0	0	0	0	0	0	0	0	0	0	0	0	0.16873	0	0	0	0
k__Viruses	10239	0.5766399999999999	0.13815	0.3049	1.1075	0.48093	1.2255200000000002	0.31990999999999997	2.96041	0.40412	1.63988	0.71707	15.1629	5.33945	0.05634	4.23131	4.2817	1.6834799999999999
k__Viruses|p__Viruses_unclassified	10239|	0.5766399999999999	0.13815	0.3049	1.1075	0.48093	1.2255200000000002	0.31990999999999997	2.96041	0.40412	1.63988	0.71707	15.1629	5.33945	0.05634	4.23131	4.2817	1.6834799999999999
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified	10239||	0.5766399999999999	0.13815	0.3049	1.1075	0.48093	1.2255200000000002	0.31990999999999997	2.96041	0.40412	1.63988	0.71707	15.1629	5.33945	0.05634	4.23131	4.2817	1.6834799999999999
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Caudovirales_unclassified	10239|||28883|	0	0.060239999999999995	0	0	0	0	0	0	0.069	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Caudovirales_unclassified|g__Caudovirales_unclassified	10239|||28883||	0	0.060239999999999995	0	0	0	0	0	0	0.069	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Caudovirales_unclassified|g__Caudovirales_unclassified|s__Enterobacteria_phage_P4	10239|||28883|||10680	0	0.060239999999999995	0	0	0	0	0	0	0.069	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Myoviridae|g__Myoviridae_unclassified	10239|||28883|10662|	0	0	0	0	0	0	0.11549000000000001	0	0	0.20177	0	0	0	0	0	0	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Myoviridae|g__Myoviridae_unclassified|s__Enterobacteria_phage_phiP27	10239|||28883|10662||103807	0	0	0	0	0	0	0.11549000000000001	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Myoviridae|g__Myoviridae_unclassified|s__Lactobacillus_prophage_Lj771	10239|||28883|10662||139871	0	0	0	0	0	0	0	0	0	0.20177	0	0	0	0	0	0	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Siphoviridae	10239|||28883|10699	0	0	0.019780000000000002	0	0	0	0	0	0.09122000000000001	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Siphoviridae|g__Hk97virus	10239|||28883|10699|2169654	0	0	0.019780000000000002	0	0	0	0	0	0.01571	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Siphoviridae|g__Hk97virus|s__Escherichia_virus_HK544	10239|||28883|10699|2169654|2169923	0	0	0.019780000000000002	0	0	0	0	0	0.01571	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_unclassified	10239|||28883|10699|	0	0	0	0	0	0	0	0	0.07551000000000001	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_unclassified|s__Stx2_converting_phage_1717	10239|||28883|10699||563769	0	0	0	0	0	0	0	0	0.07551000000000001	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales	10239|||548681	0.017169999999999998	0	0	0.02315	0	0.08753	0	0.0852	0.03464	0.027780000000000003	0.03331	0.6985600000000001	0.20465	0.02986	0.25640999999999997	0.14482	0.07996
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Alloherpesviridae	10239|||548681|548682	0	0	0	0	0	0.02135	0	0.02779	0	0	0	0.08887	0.03985	0	0	0.01321	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Alloherpesviridae|g__Cyprinivirus	10239|||548681|548682|692606	0	0	0	0	0	0.02135	0	0.02779	0	0	0	0.08887	0.03985	0	0	0.01321	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Alloherpesviridae|g__Cyprinivirus|s__Cyprinid_herpesvirus_3	10239|||548681|548682|692606|180230	0	0	0	0	0	0.02135	0	0.02779	0	0	0	0.08887	0.03985	0	0	0.01321	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae	10239|||548681|10292	0.017169999999999998	0	0	0.02315	0	0.06617999999999999	0	0.05741	0.03464	0.027780000000000003	0.03331	0.60968	0.1648	0.02986	0.25640999999999997	0.1316	0.07996
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Macavirus	10239|||548681|10292|548687	0.017169999999999998	0	0	0.02315	0	0.06617999999999999	0	0.05741	0.01312	0	0.03331	0.45906	0.12409	0.02986	0.25640999999999997	0.10920999999999999	0.07996
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Macavirus|s__Alcelaphine_gammaherpesvirus_1	10239|||548681|10292|548687|35252	0.017169999999999998	0	0	0.02315	0	0.06617999999999999	0	0.05741	0.01312	0	0.03331	0.45906	0.12409	0.02986	0.25640999999999997	0.10920999999999999	0.07996
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Rhadinovirus	10239|||548681|10292|10379	0	0	0	0	0	0	0	0	0.021519999999999997	0.027780000000000003	0	0.15063	0.04072	0	0	0.0224	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Rhadinovirus|s__Ateline_gammaherpesvirus_3	10239|||548681|10292|10379|85618	0	0	0	0	0	0	0	0	0.021519999999999997	0.027780000000000003	0	0.15063	0.04072	0	0	0.0224	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales	10239|||2169561	0.54055	0.07791000000000001	0.28513	1.08435	0.48093	1.13799	0.20442000000000002	2.87521	0.20926	1.4103299999999999	0.59196	14.46434	5.07965	0.02648	3.9749	4.12184	1.56825
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae	10239|||2169561|11632	0.54055	0.07791000000000001	0.28513	1.08435	0.48093	1.13799	0.20442000000000002	2.87521	0.20926	1.4103299999999999	0.59196	14.46434	5.07965	0.02648	3.9749	4.12184	1.56825
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Betaretrovirus	10239|||2169561|11632|140052	0.24123000000000003	0.03533	0.13906	0.35709	0	0.41584	0.09269	1.05767	0.06294	0.49335	0.19977999999999999	4.18541	1.66725	0.02648	1.13575	1.5300200000000002	0.43853000000000003
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Betaretrovirus|s__Mouse_mammary_tumor_virus	10239|||2169561|11632|140052|11757	0.24123000000000003	0.03533	0.13906	0.35709	0	0.41584	0.09269	1.05767	0.06294	0.49335	0.19977999999999999	4.18541	1.66725	0.02648	1.13575	1.5300200000000002	0.43853000000000003
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus	10239|||2169561|11632|153135	0.29932	0.04258	0.14607	0.72726	0.45868000000000003	0.72215	0.11173	1.8175400000000002	0.14632	0.9169799999999999	0.39218000000000003	10.27893	3.4124	0	2.83915	2.5918200000000002	1.12973
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus|s__Abelson_murine_leukemia_virus	10239|||2169561|11632|153135|11788	0.02274	0	0.04375	0.15336	0.03254	0.17535	0	0.15212	0	0.022430000000000002	0	0.42573	0.23015	0	0.20905	0.18085	0.02119
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus|s__Feline_leukemia_virus	10239|||2169561|11632|153135|11768	0	0	0	0	0	0	0	0	0	0	0	0.06684	0.01807	0	0.01436	0.029810000000000003	0.011640000000000001
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus|s__Koala_retrovirus	10239|||2169561|11632|153135|394239	0	0	0	0	0	0	0	0.011059999999999999	0	0.01305	0	0	0	0	0	0.01052	0.02465
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus|s__Murine_osteosarcoma_virus	10239|||2169561|11632|153135|11830	0.27658	0.04258	0.10232000000000001	0.5739	0.42613999999999996	0.54681	0.11173	1.6543599999999998	0.14632	0.88149	0.39218000000000003	9.78636	3.16418	0	2.61574	2.37063	1.0722399999999999
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Lentivirus	10239|||2169561|11632|11646	0	0	0	0	0.02225	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Lentivirus|s__Human_immunodeficiency_virus_1	10239|||2169561|11632|11646|11676	0	0	0	0	0.02225	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified	10239|||	0.018930000000000002	0	0	0	0	0	0	0	0	0	0.09181	0	0.055139999999999995	0	0	0.01505	0.03526
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Baculoviridae	10239||||10442	0.018930000000000002	0	0	0	0	0	0	0	0	0	0.09181	0	0	0	0	0.01505	0.03526
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Baculoviridae|g__Alphabaculovirus	10239||||10442|558016	0.018930000000000002	0	0	0	0	0	0	0	0	0	0.09181	0	0	0	0	0.01505	0.03526
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Baculoviridae|g__Alphabaculovirus|s__Chrysodeixis_chalcites_nucleopolyhedrovirus	10239||||10442|558016|320432	0.018930000000000002	0	0	0	0	0	0	0	0	0	0.09181	0	0	0	0	0.01505	0.03526
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Viruses_unclassified	10239||||	0	0	0	0	0	0	0	0	0	0	0	0	0.055139999999999995	0	0	0	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Viruses_unclassified|g__Viruses_unclassified	10239|||||	0	0	0	0	0	0	0	0	0	0	0	0	0.055139999999999995	0	0	0	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Viruses_unclassified|g__Viruses_unclassified|s__Phage_Gifsy_1	10239||||||129861	0	0	0	0	0	0	0	0	0	0	0	0	0.055139999999999995	0	0	0	0
