,clade_name,Start,RCJ_plus_DSS,RCJ_plus_DSS,RCJ_plus_DSS,RCJ,RCJ,RCJ,RCJ_plus_DSS,RCJ,DSS,Control,DSS,DSS,DSS,Control,Control,Control
80,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia_ilealis,0.01045,0.10579,0.05911,0.10734,0.1216599999999999,0.01882,0.0535299999999999,0.29143,0.03157,0.17105,0.0,0.50818,0.06629,0.17017,0.0,0.01369,0.03092
81,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae,0.59467,0.3021,0.25639,0.17285,0.29444,1.00612,0.2177199999999999,0.19189,0.24734,0.0446,0.60868,0.43899,0.47084,0.05906,1.43421,0.37632,1.79595
82,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Acutalibacter,0.0652399999999999,0.00482,0.01768,0.06159,0.02266,0.21778,0.0925,0.00715,0.02546,0.00078,0.0,0.0,0.2237,0.0,0.03924,0.00606,0.03941
83,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Acutalibacter|s__Acutalibacter_muris,0.0652399999999999,0.00482,0.01768,0.06159,0.02266,0.21778,0.0925,0.00715,0.02546,0.00078,0.0,0.0,0.2237,0.0,0.03924,0.00606,0.03941
84,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus,0.5294300000000001,0.29728,0.2387099999999999,0.11126,0.27178,0.7883399999999999,0.12522,0.18474,0.22188,0.04382,0.60868,0.43899,0.24715,0.05906,1.39497,0.37025,1.7565400000000002
85,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_sp_G3_2012,0.5294300000000001,0.29728,0.2387099999999999,0.11126,0.27178,0.7883399999999999,0.12522,0.18474,0.22188,0.04382,0.60868,0.43899,0.24715,0.05906,1.39497,0.37025,1.7565400000000002
86,k__Bacteria|p__Firmicutes|c__Erysipelotrichia,0.49111,3.19197,0.16492,0.95634,0.0251,0.32124,1.32958,1.09505,1.04782,0.3221699999999999,0.20099,0.02149,0.0,0.04326,0.0,0.0,0.0
87,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales,0.49111,3.19197,0.16492,0.95634,0.0251,0.32124,1.32958,1.09505,1.04782,0.3221699999999999,0.20099,0.02149,0.0,0.04326,0.0,0.0,0.0
88,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae,0.49111,3.19197,0.16492,0.95634,0.0251,0.32124,1.32958,1.09505,1.04782,0.3221699999999999,0.20099,0.02149,0.0,0.04326,0.0,0.0,0.0
89,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibaculum,0.49111,2.46199,0.16492,0.84024,0.0251,0.32124,0.61037,0.7353,1.02863,0.3221699999999999,0.20099,0.02149,0.0,0.04326,0.0,0.0,0.0
90,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibaculum|s__Faecalibaculum_rodentium,0.49111,2.46199,0.16492,0.84024,0.0251,0.32124,0.61037,0.7353,1.02863,0.3221699999999999,0.20099,0.02149,0.0,0.04326,0.0,0.0,0.0
91,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Ileibacterium,0.0,0.7299800000000001,0.0,0.11609,0.0,0.0,0.71921,0.35975,0.01919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Ileibacterium|s__Ileibacterium_valens,0.0,0.7299800000000001,0.0,0.11609,0.0,0.0,0.71921,0.35975,0.01919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified,0.18195,0.31566,0.23805,0.05094,0.07852,0.30867,0.0519899999999999,0.09859,0.08695,0.12815,0.30684,0.54571,0.04587,0.08479,0.38022,0.1940599999999999,0.5180600000000001
94,k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified,0.18195,0.31566,0.23805,0.05094,0.07852,0.30867,0.0519899999999999,0.09859,0.08695,0.12815,0.30684,0.54571,0.04587,0.08479,0.38022,0.1940599999999999,0.5180600000000001
95,k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified,0.18195,0.31566,0.23805,0.05094,0.07852,0.30867,0.0519899999999999,0.09859,0.08695,0.12815,0.30684,0.54571,0.04587,0.08479,0.38022,0.1940599999999999,0.5180600000000001
96,k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified,0.18195,0.31566,0.23805,0.05094,0.07852,0.30867,0.0519899999999999,0.09859,0.08695,0.12815,0.30684,0.54571,0.04587,0.08479,0.38022,0.1940599999999999,0.5180600000000001
97,k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_ASF500,0.18195,0.31566,0.23805,0.05094,0.07852,0.30867,0.0519899999999999,0.09859,0.08695,0.12815,0.30684,0.54571,0.04587,0.08479,0.38022,0.1940599999999999,0.5180600000000001
98,k__Bacteria|p__Proteobacteria,45.75573,65.67123000000001,79.66431999999999,50.37958,35.35968,48.90485,45.0429,58.466809999999995,20.43003,41.02974,54.03253,46.28793,27.8848,63.482519999999994,59.97393,55.49885,42.26136
99,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria,9.15396,26.97765,1.65429,6.86315,19.79404,7.79886,13.18521,10.0791,9.75841,13.44721,3.0721700000000003,6.74719,1.20987,6.01092,2.0556099999999997,7.1310899999999995,4.4191199999999995
100,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales,9.15396,26.97765,1.65429,6.86315,19.79404,7.79886,13.18521,10.0791,9.75841,13.44721,3.0721700000000003,6.74719,1.20987,6.01092,2.0556099999999997,7.1310899999999995,4.4191199999999995
101,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae,9.15396,26.97765,1.65429,6.86315,19.79404,7.79886,13.18521,10.0791,9.75841,13.44721,3.0721700000000003,6.74719,1.20987,6.01092,2.0556099999999997,7.1310899999999995,4.4191199999999995
102,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Turicimonas,9.15396,26.97765,1.65429,6.86315,19.79404,7.79886,13.18521,10.0791,9.75841,13.44721,3.0721700000000003,6.74719,1.20987,6.01092,2.0556099999999997,7.1310899999999995,4.4191199999999995
103,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Turicimonas|s__Turicimonas_muris,9.15396,26.97765,1.65429,6.86315,19.79404,7.79886,13.18521,10.0791,9.75841,13.44721,3.0721700000000003,6.74719,1.20987,6.01092,2.0556099999999997,7.1310899999999995,4.4191199999999995
104,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria,0.0,0.00386,0.00093,0.00505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales,0.0,0.00386,0.00093,0.00505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae,0.0,0.00386,0.00093,0.00505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrionaceae_unclassified,0.0,0.00386,0.00093,0.00505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrionaceae_unclassified|s__Desulfovibrionaceae_bacterium,0.0,0.00386,0.00093,0.00505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria,36.60177,38.68973,78.0091,43.45221,15.56564,41.105990000000006,31.85769,48.16927,10.67162,26.19925,50.960370000000005,39.54074,14.665770000000002,56.87805,57.918319999999994,48.36776,37.84224
110,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales,36.60177,38.68973,78.0091,43.45221,15.56564,41.105990000000006,31.85769,48.16927,10.67162,26.19925,50.960370000000005,39.54074,14.665770000000002,56.87805,57.918319999999994,48.36776,37.84224
111,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae,36.60177,38.68973,78.0091,43.45221,15.56564,41.105990000000006,31.85769,48.16927,10.67162,26.19925,50.960370000000005,39.54074,14.665770000000002,56.87805,57.918319999999994,48.36776,37.84224
112,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter,36.60177,38.68973,78.0091,43.45221,15.56564,41.105990000000006,31.85769,48.16927,10.67162,26.19925,50.960370000000005,39.54074,14.665770000000002,56.87805,57.918319999999994,48.36776,37.84224
113,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter_apodemus,0.56412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13842,0.0,0.0,0.0,15.710770000000002,0.0,0.0,0.0
114,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter_ganmani,0.20419,0.0,16.9799,0.0,0.0,0.0,0.0,0.0,0.0,0.03034,0.0,1.24686,2.91473,0.0,0.0,0.0,0.0
115,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter_hepaticus,1.52059,0.0,9.62195,4.53932,0.73095,0.52605,0.43106,0.34003,0.27276,1.20203,0.0,0.0,0.8473299999999999,2.50917,0.0,0.0,0.0
116,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter_typhlonius,34.31288,38.68973,51.40726,38.9129,14.83469,40.57993,31.42663,47.829240000000006,10.39886,24.82845,50.960370000000005,38.29388,10.90371,38.65811,57.918319999999994,48.36776,37.84224
117,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria,0.0,0.0,0.0,0.05917,0.0,0.0,0.0,0.21843,0.0,1.3832799999999998,0.0,0.0,12.00916,0.59355,0.0,0.0,0.0
118,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales,0.0,0.0,0.0,0.05917,0.0,0.0,0.0,0.21843,0.0,1.3832799999999998,0.0,0.0,11.84043,0.59355,0.0,0.0,0.0
119,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae,0.0,0.0,0.0,0.05917,0.0,0.0,0.0,0.21843,0.0,1.3832799999999998,0.0,0.0,11.84043,0.59355,0.0,0.0,0.0
120,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia,0.0,0.0,0.0,0.05917,0.0,0.0,0.0,0.21843,0.0,1.3832799999999998,0.0,0.0,11.84043,0.59355,0.0,0.0,0.0
121,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli,0.0,0.0,0.0,0.05917,0.0,0.0,0.0,0.21843,0.0,1.3832799999999998,0.0,0.0,11.84043,0.59355,0.0,0.0,0.0
122,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16873,0.0,0.0,0.0,0.0
123,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16873,0.0,0.0,0.0,0.0
124,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Rodentibacter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16873,0.0,0.0,0.0,0.0
125,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Rodentibacter|s__Rodentibacter_heylii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16873,0.0,0.0,0.0,0.0
126,k__Viruses,0.5766399999999999,0.13815,0.3049,1.1075,0.48093,1.2255200000000002,0.3199099999999999,2.96041,0.40412,1.63988,0.71707,15.1629,5.33945,0.05634,4.23131,4.2817,1.68348
127,k__Viruses|p__Viruses_unclassified,0.5766399999999999,0.13815,0.3049,1.1075,0.48093,1.2255200000000002,0.3199099999999999,2.96041,0.40412,1.63988,0.71707,15.1629,5.33945,0.05634,4.23131,4.2817,1.68348
128,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified,0.5766399999999999,0.13815,0.3049,1.1075,0.48093,1.2255200000000002,0.3199099999999999,2.96041,0.40412,1.63988,0.71707,15.1629,5.33945,0.05634,4.23131,4.2817,1.68348
129,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Caudovirales_unclassified,0.0,0.0602399999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Caudovirales_unclassified|g__Caudovirales_unclassified,0.0,0.0602399999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Caudovirales_unclassified|g__Caudovirales_unclassified|s__Enterobacteria_phage_P4,0.0,0.0602399999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Myoviridae|g__Myoviridae_unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.11549,0.0,0.0,0.20177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Myoviridae|g__Myoviridae_unclassified|s__Enterobacteria_phage_phiP27,0.0,0.0,0.0,0.0,0.0,0.0,0.11549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Myoviridae|g__Myoviridae_unclassified|s__Lactobacillus_prophage_Lj771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Siphoviridae,0.0,0.0,0.01978,0.0,0.0,0.0,0.0,0.0,0.09122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Siphoviridae|g__Hk97virus,0.0,0.0,0.01978,0.0,0.0,0.0,0.0,0.0,0.01571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Siphoviridae|g__Hk97virus|s__Escherichia_virus_HK544,0.0,0.0,0.01978,0.0,0.0,0.0,0.0,0.0,0.01571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_unclassified|s__Stx2_converting_phage_1717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales,0.0171699999999999,0.0,0.0,0.02315,0.0,0.08753,0.0,0.0852,0.03464,0.02778,0.03331,0.6985600000000001,0.20465,0.02986,0.2564099999999999,0.14482,0.07996
141,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Alloherpesviridae,0.0,0.0,0.0,0.0,0.0,0.02135,0.0,0.02779,0.0,0.0,0.0,0.08887,0.03985,0.0,0.0,0.01321,0.0
142,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Alloherpesviridae|g__Cyprinivirus,0.0,0.0,0.0,0.0,0.0,0.02135,0.0,0.02779,0.0,0.0,0.0,0.08887,0.03985,0.0,0.0,0.01321,0.0
143,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Alloherpesviridae|g__Cyprinivirus|s__Cyprinid_herpesvirus_3,0.0,0.0,0.0,0.0,0.0,0.02135,0.0,0.02779,0.0,0.0,0.0,0.08887,0.03985,0.0,0.0,0.01321,0.0
144,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae,0.0171699999999999,0.0,0.0,0.02315,0.0,0.0661799999999999,0.0,0.05741,0.03464,0.02778,0.03331,0.60968,0.1648,0.02986,0.2564099999999999,0.1316,0.07996
145,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Macavirus,0.0171699999999999,0.0,0.0,0.02315,0.0,0.0661799999999999,0.0,0.05741,0.01312,0.0,0.03331,0.45906,0.12409,0.02986,0.2564099999999999,0.1092099999999999,0.07996
146,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Macavirus|s__Alcelaphine_gammaherpesvirus_1,0.0171699999999999,0.0,0.0,0.02315,0.0,0.0661799999999999,0.0,0.05741,0.01312,0.0,0.03331,0.45906,0.12409,0.02986,0.2564099999999999,0.1092099999999999,0.07996
147,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Rhadinovirus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0215199999999999,0.02778,0.0,0.15063,0.04072,0.0,0.0,0.0224,0.0
148,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Rhadinovirus|s__Ateline_gammaherpesvirus_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0215199999999999,0.02778,0.0,0.15063,0.04072,0.0,0.0,0.0224,0.0
149,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales,0.54055,0.07791,0.28513,1.08435,0.48093,1.13799,0.20442,2.87521,0.20926,1.41033,0.59196,14.46434,5.07965,0.02648,3.9749,4.12184,1.56825
150,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae,0.54055,0.07791,0.28513,1.08435,0.48093,1.13799,0.20442,2.87521,0.20926,1.41033,0.59196,14.46434,5.07965,0.02648,3.9749,4.12184,1.56825
151,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Betaretrovirus,0.24123,0.03533,0.13906,0.35709,0.0,0.41584,0.09269,1.05767,0.06294,0.49335,0.1997799999999999,4.18541,1.66725,0.02648,1.13575,1.5300200000000002,0.43853
152,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Betaretrovirus|s__Mouse_mammary_tumor_virus,0.24123,0.03533,0.13906,0.35709,0.0,0.41584,0.09269,1.05767,0.06294,0.49335,0.1997799999999999,4.18541,1.66725,0.02648,1.13575,1.5300200000000002,0.43853
153,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus,0.29932,0.04258,0.14607,0.72726,0.45868,0.72215,0.11173,1.81754,0.14632,0.91698,0.39218,10.27893,3.4124,0.0,2.83915,2.59182,1.12973
154,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus|s__Abelson_murine_leukemia_virus,0.02274,0.0,0.04375,0.15336,0.03254,0.17535,0.0,0.15212,0.0,0.02243,0.0,0.42573,0.23015,0.0,0.20905,0.18085,0.02119
155,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus|s__Feline_leukemia_virus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06684,0.01807,0.0,0.01436,0.02981,0.01164
156,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus|s__Koala_retrovirus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0110599999999999,0.0,0.01305,0.0,0.0,0.0,0.0,0.0,0.01052,0.02465
157,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus|s__Murine_osteosarcoma_virus,0.27658,0.04258,0.10232,0.5739,0.4261399999999999,0.54681,0.11173,1.6543599999999998,0.14632,0.88149,0.39218,9.78636,3.16418,0.0,2.61574,2.37063,1.07224
158,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Lentivirus,0.0,0.0,0.0,0.0,0.02225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Lentivirus|s__Human_immunodeficiency_virus_1,0.0,0.0,0.0,0.0,0.02225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified,0.01893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09181,0.0,0.0551399999999999,0.0,0.0,0.01505,0.03526
161,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Baculoviridae,0.01893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09181,0.0,0.0,0.0,0.0,0.01505,0.03526
162,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Baculoviridae|g__Alphabaculovirus,0.01893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09181,0.0,0.0,0.0,0.0,0.01505,0.03526
163,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Baculoviridae|g__Alphabaculovirus|s__Chrysodeixis_chalcites_nucleopolyhedrovirus,0.01893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09181,0.0,0.0,0.0,0.0,0.01505,0.03526
164,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Viruses_unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0551399999999999,0.0,0.0,0.0,0.0
165,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Viruses_unclassified|g__Viruses_unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0551399999999999,0.0,0.0,0.0,0.0
166,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Viruses_unclassified|g__Viruses_unclassified|s__Phage_Gifsy_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0551399999999999,0.0,0.0,0.0,0.0
